Seminoe,date,storage(MCM),inflow(m3/s),release(m3/s)
2241,1957-02-19,363.93881689999995,12.65763043,11.80812503
2242,1957-02-20,363.75379460000005,12.91248205,14.21505699
2243,1957-02-21,363.1740582,14.78139393,20.64298117
2244,1957-02-22,364.136174,14.27169069,2.293664575
2245,1957-02-23,364.7282453,11.44000603,3.737823751
2246,1957-02-24,365.91238780000003,14.92297816,0.283168466
2247,1957-02-25,366.21459089999996,22.85169521,18.66080191
2248,1957-02-26,366.5167939,18.51921768,14.35664123
2249,1957-02-27,366.81282960000004,19.87842631,16.39545418
2250,1957-02-28,366.81282960000004,15.88575094,15.88575094
2251,1957-03-01,367.10886519999997,19.93506001,16.19723626
2252,1957-03-02,367.7009365,21.32258549,14.1584233
2253,1957-03-03,367.7009365,18.7174356,18.40595029
2254,1957-03-04,366.4181154,18.32099975,32.84754206
2255,1957-03-05,363.95115169999997,10.61881748,38.87903038
2256,1957-03-06,361.32383539999995,10.10911424,40.23823902
2257,1957-03-07,359.2762555,10.84535225,34.26338439
2258,1957-03-08,359.2762555,25.59842933,25.28694401
2259,1957-03-09,360.05334910000005,24.89050816,15.60258248
2260,1957-03-10,359.76964830000003,11.52495657,13.47881898
2261,1957-03-11,358.0181041,13.76198745,32.64932413
2262,1957-03-12,356.661274,14.13010645,28.65664876
2263,1957-03-13,355.5881448,17.75466282,29.44952046
2264,1957-03-14,354.6136942,18.40595029,28.96813407
2265,1957-03-15,354.4286719,20.35981271,21.77565504
2266,1957-03-16,354.6136942,17.66971228,14.78139393
2267,1957-03-17,354.6136942,21.6340708,20.72793171
2268,1957-03-18,353.66391319999997,15.63089932,25.88159779
2269,1957-03-19,352.8004759,16.90515742,25.93823149
2270,1957-03-20,350.9009138,14.18674015,35.19784032
2271,1957-03-21,348.89033839999996,18.85901984,41.59744766
2272,1957-03-22,347.089455,19.68020839,39.9833874
2273,1957-03-23,345.9423168,27.0992222,39.84180317
2274,1957-03-24,345.1775581,23.24813106,31.57328396
2275,1957-03-25,343.7713888,17.32991012,33.07407683
2276,1957-03-26,342.6489203,12.091293499999999,24.52238916
2277,1957-03-27,340.971385,15.91406779,34.80140447
2278,1957-03-28,338.0727027,9.939213157000001,43.23982476
2279,1957-03-29,336.012788,13.22396736,36.81190058
2280,1957-03-30,334.45860089999996,18.7740693,36.61368265
2281,1957-03-31,333.4471458,25.25862717,36.86853427
2282,1957-04-01,331.52291410000004,19.96337685,42.22041828
2283,1957-04-02,330.4251153,25.42852825,37.97289129
2284,1957-04-03,329.22863789999997,27.07090535,40.74794226
2285,1957-04-04,327.39075,23.87110168,44.967152399999996
2286,1957-04-05,325.4911879,22.37030881,44.174280700000004
2287,1957-04-06,323.6039607,23.78615114,45.19368717
2288,1957-04-07,320.729948,13.59208637,46.43962842
2289,1957-04-08,318.4850111,19.87842631,45.3919051
2290,1957-04-09,316.1907349,17.10337535,42.81507206
2291,1957-04-10,313.7237712,18.26436606,46.35467788
2292,1957-04-11,311.61451719999997,20.89783279,44.82556817
2293,1957-04-12,309.33257580000003,20.416446399999998,46.38299473
2294,1957-04-13,307.2479915,23.02159629,46.69448004
2295,1957-04-14,304.92904569999996,20.33149586,46.72279689
2296,1957-04-15,302.5114213,20.07664424,46.58121266
2297,1957-04-16,300.969569,30.07249109,46.58121266
2298,1957-04-17,300.7105378,42.95665629,44.99546925
2299,1957-04-18,300.4515066,43.60794376,46.2414105
2300,1957-04-19,301.57397510000004,60.79626965,46.89269797
2301,1957-04-20,304.6700145,84.44083656,47.51566859
2302,1957-04-21,306.3105453,67.79053076,46.94933166
2303,1957-04-22,307.5070227,77.19172383,62.46696360000001
2304,1957-04-23,309.33257580000003,85.99826312,64.33587548
2305,1957-04-24,310.1220042,73.36894954,63.684588
2306,1957-04-25,310.1220042,64.44914286,63.03330053
2307,1957-04-26,308.62949119999996,53.43388953,70.39568065
2308,1957-04-27,307.93874139999997,62.94834999,70.53726488
2309,1957-04-28,305.10173310000005,38.17110922,69.40459102
2310,1957-04-29,302.1783812,37.46318805,69.65944264
2311,1957-04-30,299.68674780000003,43.749528000000005,70.99033443
2312,1957-05-01,297.24445380000003,44.71230078,71.13191866
2313,1957-05-02,296.0603112,57.851317599999994,69.85766056
2314,1957-05-03,295.9739675,71.55667136,70.90538389
2315,1957-05-04,297.5774939,90.64222597,70.67884911
2316,1957-05-05,300.0259554,100.2982707,70.73548281
2317,1957-05-06,303.4612023,111.4551082,70.02756164
2318,1957-05-07,308.62949119999996,131.0503661,69.77271002
2319,1957-05-08,313.8964586,132.15472309999998,71.07528497
2320,1957-05-09,319.8418411,138.5543304,69.20637309
2321,1957-05-10,328.6797385,174.2901908,71.04696812
2322,1957-05-11,340.971385,213.027637,70.31073011
2323,1957-05-12,352.8004759,205.8351579,67.98874869
2324,1957-05-13,364.136174,200.76644240000002,68.95152147
2325,1957-05-14,372.85689060000004,171.43018930000002,69.48954156
2326,1957-05-15,378.469233,135.9774974,70.96201758
2327,1957-05-16,383.7238656,131.4184851,70.59389857
2328,1957-05-17,388.4357662,121.6774898,65.92161888
2329,1957-05-18,392.24722510000004,109.841048,63.88280593
2330,1957-05-19,396.601416,114.5133277,62.80676576
2331,1957-05-20,399.4384242,100.6380728,66.91270852
2332,1957-05-21,402.2630977,101.8273804,68.7249867
2333,1957-05-22,404.9890925,100.92124129999999,68.10201607
2334,1957-05-23,408.1838105,104.0644113,67.0826096
2335,1957-05-24,410.6507742,97.09846699,68.32855085
2336,1957-05-25,412.8957111,96.19232790000001,69.48954156
2337,1957-05-26,414.27721080000003,85.14875773,67.56399599
2338,1957-05-27,415.9917505,90.89707759,69.82934372
2339,1957-05-28,417.8419733,93.21905901,69.82934372
2340,1957-05-29,421.5424188,115.4477836,71.41508713
2341,1957-05-30,425.131851,114.9663972,71.30181974
2342,1957-05-31,433.40851410000005,163.69969019999996,67.64894653
2343,1957-06-01,440.99442739999995,149.8810691,60.25824956
2344,1957-06-02,451.1953223,183.0967301,63.00498369
2345,1957-06-03,463.776837,211.0171409,63.45805323
2346,1957-06-04,478.8746547,221.692592,44.34418178
2347,1957-06-05,493.935468,231.0937851,54.34002863
2348,1957-06-06,511.5865931,263.6864755,57.14339644
2349,1957-06-07,531.735519,286.9062898,51.36675973
2350,1957-06-08,558.1752022000001,335.8661175,26.6178358
2351,1957-06-09,587.9144494,356.1692965,9.118024605
2352,1957-06-10,613.7928984,345.6354296,44.34418178
2353,1957-06-11,639.9427134,347.10790560000004,42.36200251
2354,1957-06-12,664.6431872999999,328.16393519999997,38.36932714
2355,1957-06-13,689.0846299,320.3201687,36.07566257
2356,1957-06-14,717.0723329,356.3108808,30.15744163
2357,1957-06-15,749.0010103,383.3817861,11.44000603
2358,1957-06-16,780.5843127999999,370.41267039999997,0.849505398
2359,1957-06-17,807.4618821,340.3401793,27.49565805
2360,1957-06-18,832.3905501,316.07264169999996,24.46575546
2361,1957-06-19,848.8698675,234.5484404,39.95507055
2362,1957-06-20,863.8073326,216.1708069,39.5586347
2363,1957-06-21,876.956249,170.8072187,16.73525634
2364,1957-06-22,893.0038477,191.28029880000003,3.369704745
2365,1957-06-23,908.9157634,187.372574,0.311485313
2366,1957-06-24,922.8911127,174.9697951,7.843766508
2367,1957-06-25,938.0136,179.6987085,1.3875254830000001
2368,1957-06-26,953.1854267,184.0028692,5.238616621
2369,1957-06-27,970.3924982999999,202.5787206,0.707921165
2370,1957-06-28,989.8938462000001,234.435173,0.821188551
2371,1957-06-29,1008.661272,222.5137806,0.453069546
2372,1957-06-30,1030.697426,260.090236,0.707921165
2373,1957-07-01,1052.011992,263.8846935,11.41168918
2374,1957-07-02,1074.979424,280.53499930000004,7.617231735
2375,1957-07-03,1095.183856,266.376576,23.92773538
2376,1957-07-04,1113.858771,249.49973540000002,28.60001507
2377,1957-07-05,1128.635884,219.1440758,41.82398243
2378,1957-07-06,1143.388326,221.6076415,44.82556817
2379,1957-07-07,1157.548698,191.1387146,25.51347879
2380,1957-07-08,1170.204222,184.28603769999998,33.24397791
2381,1957-07-09,1182.243004,166.134939,22.908328899999997
2382,1957-07-10,1194.146104,168.90999,26.78773688
2383,1957-07-11,1203.730258,155.54443840000002,39.44536731
2384,1957-07-12,1213.388421,165.8234537,49.92260056
2385,1957-07-13,1222.084468,153.590576,50.17745218
2386,1957-07-14,1230.632497,145.49195780000002,40.832892799999996
2387,1957-07-15,1237.256294,132.0697725,50.3756701
2388,1957-07-16,1241.425463,120.06342959999999,62.77844891
2389,1957-07-17,1244.854543,109.2180773,63.93943962
2390,1957-07-18,1250.775255,126.34976950000001,56.57705951
2391,1957-07-19,1258.570861,131.0220492,36.58536581
2392,1957-07-20,1266.933868,136.1190816,35.14120663
2393,1957-07-21,1273.150616,110.40738490000001,32.90417575
2394,1957-07-22,1277.94886,121.53590559999999,61.22102235
2395,1957-07-23,1275.420223,80.87291389,106.9810465
2396,1957-07-24,1273.150616,108.25530459999999,129.6628406
2397,1957-07-25,1271.904799,102.28044990000001,111.7949104
2398,1957-07-26,1271.904799,110.010949,103.9794607
2399,1957-07-27,1270.412286,85.09212403,96.84361537
2400,1957-07-28,1269.672197,81.66578559,86.2247979
2401,1957-07-29,1269.918894,78.38103139,70.11251218
2402,1957-07-30,1271.16471,68.01706553,47.65725283
2403,1957-07-31,1274.162071,81.09944866,39.38873362
2404,1957-08-01,1275.173526,62.94834999,47.96873814
2405,1957-08-02,1273.150616,55.07626664,71.30181974
2406,1957-08-03,1272.657223,47.48735175,46.72279689
2407,1957-08-04,1272.657223,54.31171178,49.1580457
2408,1957-08-05,1272.410527,44.23091439,40.408140100000004
2409,1957-08-06,1271.658103,48.98814462,52.074680900000004
2410,1957-08-07,1272.398192,43.57962692,29.30793623
2411,1957-08-08,1271.411407,35.48100879,41.59744766
2412,1957-08-09,1271.904799,48.733292999999996,37.88794075
2413,1957-08-10,1271.658103,40.408140100000004,37.34992067
2414,1957-08-11,1271.16471,31.12021441,31.82813558
2415,1957-08-12,1269.413166,25.59842933,40.35150641
2416,1957-08-13,1267.42726,33.55546322,48.81824354
2417,1957-08-14,1265.688051,30.86536279,44.599033399999996
2418,1957-08-15,1263.948841,32.11130404,47.91210445
2419,1957-08-16,1262.703025,25.06040924,34.23506754
2420,1957-08-17,1261.716239,23.64456691,30.97863018
2421,1957-08-18,1260.963815,25.42852825,29.33625308
2422,1957-08-19,1260.223726,26.2497168,31.17684811
2423,1957-08-20,1259.471302,24.9754587,28.91150038
2424,1957-08-21,1257.978789,25.400211399999996,39.41705047
2425,1957-08-22,1256.732973,15.46099824,27.18417274
2426,1957-08-23,1256.486276,20.81288225,20.89783279
2427,1957-08-24,1255.746187,22.82337836,25.51347879
2428,1957-08-25,1256.992004,29.73268893,10.67545117
2429,1957-08-26,1255.252794,20.21822847,34.94298870000001
2430,1957-08-27,1254.006978,23.36139845,35.39605825
2431,1957-08-28,1252.008737,20.92614964,41.201011799999996
2432,1957-08-29,1249.282742,15.857434099999999,43.35309214
2433,1957-08-30,1245.828993,19.34040623,54.90636556
2434,1957-08-31,1242.893306,20.47308009,49.69606578
2435,1957-09-01,1240.191981,19.28377253,46.52457896
2436,1957-09-02,1236.516205,16.08396887,54.73646448
2437,1957-09-03,1232.840429,15.12119608,53.74537485
2438,1957-09-04,1227.943507,8.098618128,59.60696209
2439,1957-09-05,1224.021034,14.13010645,55.3594351
2440,1957-09-06,1219.925875,11.01525333,53.717057999999994
2441,1957-09-07,1216.768161,16.87684057,49.38458047
2442,1957-09-08,1213.147892,12.91248205,49.32794678
2443,1957-09-09,1209.761984,5.125349235,39.81348632
2444,1957-09-10,1208.565507,10.70376801,23.50298268
2445,1957-09-11,1206.863302,11.97802611,28.60001507
2446,1957-09-12,1203.483562,11.63822395,47.74220337
2447,1957-09-13,1198.907344,10.392282699999999,59.69191263
2448,1957-09-14,1194.146104,8.381786594,61.10775496
2449,1957-09-15,1189.150503,6.512874718,61.53250766
2450,1957-09-16,1184.870321,13.33723475,58.81409039
2451,1957-09-17,1179.874719,9.599410997,64.22260809
2452,1957-09-18,1174.188368,4.785547075,68.89488778
2453,1957-09-19,1168.798052,6.201389405,66.68617374
2454,1957-09-20,1164.110821,9.99584685,63.28815215
2455,1957-09-21,1159.189229,9.118024605,65.04379664
2456,1957-09-22,1154.736359,9.089707759,57.70973337
2457,1957-09-23,1150.542521,18.85901984,63.88280593
2458,1957-09-24,1146.620049,17.04674165,58.50260508
2459,1957-09-25,1142.697577,18.20773236,59.86181371
2460,1957-09-26,1138.084354,16.70693949,67.28082752
2461,1957-09-27,1133.471132,14.01683907,63.76953854
2462,1957-09-28,1129.770687,10.84535225,50.23408587
2463,1957-09-29,1127.044692,16.08396887,44.76893447
2464,1957-09-30,1124.084336,13.47881898,44.62735024
2465,1957-10-01,1121.814729,16.25386995,39.21883254
2466,1957-10-02,1119.767149,15.800800400000002,35.99071203
2467,1957-10-03,1117.041154,15.82911725,43.43804268
2468,1957-10-04,1115.005909,11.94970927,35.3677414
2469,1957-10-05,1111.823526,10.93030279,44.93883555
2470,1957-10-06,1108.406781,7.07921165,43.72121115
2471,1957-10-07,1105.027041,5.380200854,43.04160683
2472,1957-10-08,1101.671971,5.012081848,42.24873513
2473,1957-10-09,1098.3169,4.474061763,41.6823982
2474,1957-10-10,1095.183856,5.5217850870000005,39.9833874
2475,1957-10-11,1092.285174,7.135845343,38.42596084
2476,1957-10-12,1088.708076,5.266933468,45.25032087
2477,1957-10-13,1085.797059,8.041984434,40.32318956
2478,1957-10-14,1084.230537,22.76674467,40.35150641
2479,1957-10-15,1082.910712,20.98278333,35.56595933
2480,1957-10-16,1080.924806,17.98119759,39.5586347
2481,1957-10-17,1078.716874,19.08555461,42.41863621
2482,1957-10-18,1077.619075,28.14694552,39.89843686
2483,1957-10-19,1076.077222,26.92932112,43.86279538
2484,1957-10-20,1073.881625,19.39703992,44.542399700000004
2485,1957-10-21,1072.117746,23.53129952,43.18319107
2486,1957-10-22,1070.13184,22.483576199999998,43.77784484
2487,1957-10-23,1068.367961,25.23031032,42.16378459
2488,1957-10-24,1066.382055,20.86951594,43.38140899
2489,1957-10-25,1064.408484,22.56852674,44.99546925
2490,1957-10-26,1061.546806,12.37446196,44.51408286
2491,1957-10-27,1059.597905,24.46575546,45.76002411
2492,1957-10-28,1057.858696,25.08872609,44.34418178
2493,1957-10-29,1055.700102,17.95288074,41.31427919
2494,1957-10-30,1053.307148,16.93347427,42.16378459
2495,1957-10-31,1049.841064,7.362380116000001,45.02378609
2496,1957-11-01,1046.152953,6.6544589510000005,46.26972734
2497,1957-11-02,1042.686869,7.957033895,46.29804419
2498,1957-11-03,1039.664838,15.99901833,49.18636254
2499,1957-11-04,1036.667478,13.16733367,46.07150942
2500,1957-11-05,1034.11417,16.62198895,44.40081547
2501,1957-11-06,1031.548528,17.01842481,44.93883555
2502,1957-11-07,1028.982886,17.21664273,45.16537033
2503,1957-11-08,1026.515922,19.96337685,45.33527141
2504,1957-11-09,1024.28332,17.64139543,43.12655737
2505,1957-11-10,1021.939704,18.97228722,44.34418178
2506,1957-11-11,1019.16437,15.14951293,45.47685564
2507,1957-11-12,1016.648067,18.23604921,45.59012303
2508,1957-11-13,1014.11943,18.83070299,46.35467788
2509,1957-11-14,1011.183743,14.07347276,46.29804419
2510,1957-11-15,1007.187262,9.797628924,54.31171178
2511,1957-11-16,1003.622499,8.070301281,47.60061913
2512,1957-11-17,1000.884169,18.37763344,48.33685715
2513,1957-11-18,997.9484827,18.15109867,50.40398695
2514,1957-11-19,994.6427513,15.26278032,51.79151243
2515,1957-11-20,990.929971,9.287925685,50.54557118
2516,1957-11-21,986.5881148999999,8.66495506,56.91686167
2517,1957-11-22,982.4559507,12.31782827,58.44597138
2518,1957-11-23,978.5334785,10.61881748,54.31171178
2519,1957-11-24,974.4506536,8.013667587999999,53.57547377
2520,1957-11-25,970.7995473999999,12.74258097,53.40557269
2521,1957-11-26,966.5317002,10.53386694,58.19111976
2522,1957-11-27,962.0541611,9.797628924,59.94676425
2523,1957-11-28,958.600412,16.45208787,54.76478132
2524,1957-11-29,954.2462211000001,13.08238313,61.81567613
2525,1957-11-30,949.9907087,12.85584836,60.42815064
2526,1957-12-01,946.1915846,16.33882049,59.38042732
2527,1957-12-02,942.7995096000001,18.94397038,57.25666383
2528,1957-12-03,939.2100773999999,18.83070299,59.43706101
2529,1957-12-04,935.4479577999999,18.20773236,60.8245865
2530,1957-12-05,930.341343,8.749905599,66.91270852
2531,1957-12-06,926.4188707999999,15.12119608,59.60696209
2532,1957-12-07,922.2990414,12.17624404,58.95567462
2533,1957-12-08,917.7844979,12.5160462,63.85448908
2534,1957-12-09,913.3439632000001,12.17624404,62.66518153
2535,1957-12-10,909.1007857000001,17.55644489,65.75171781
2536,1957-12-11,905.0549652999999,16.19723626,62.12716144
2537,1957-12-12,900.4294083999999,9.82594577,62.46696360000001
2538,1957-12-13,896.987994,18.26436606,57.25666383
2539,1957-12-14,894.3360081000001,18.51921768,48.22358976
2540,1957-12-15,890.9192634,12.85584836,51.50834397
2541,1957-12-16,887.8972329,19.59525785,53.66042431
2542,1957-12-17,885.0602247,17.47149435,49.46953101
2543,1957-12-18,881.2734353999999,11.41168918,54.36834547
2544,1957-12-19,877.6963381,11.75149134,52.21626513
2545,1957-12-20,874.9086691,15.376047699999999,46.75111374
2546,1957-12-21,871.7386207999999,15.31941401,51.14022496
2547,1957-12-22,868.7659295,14.86634447,48.39349084
2548,1957-12-23,865.5958812,17.35822697,53.17903791
2549,1957-12-24,862.4381677,14.30000753,49.97923425
2550,1957-12-25,859.6628336,12.82753151,44.06101331
2551,1957-12-26,855.9993925,9.599410997,51.14022496
2552,1957-12-27,852.3482862999999,11.12852071,52.4994336
2553,1957-12-28,848.6848452,11.83644188,53.37725584
2554,1957-12-29,845.3914487000001,12.37446196,49.63943209
2555,1957-12-30,841.7526773,9.797628924,51.05527442
2556,1957-12-31,838.6936423,15.82911725,50.3756701
2557,1958-01-01,837.0654463,10.59050063,29.02476777
2558,1958-01-02,834.906853,7.5322811960000005,32.11130404
2559,1958-01-03,832.0328403999999,6.711092644,39.58695155
2560,1958-01-04,829.3315151,10.93030279,41.79566558
2561,1958-01-05,826.2724802,7.815449662000001,42.81507206
2562,1958-01-06,823.5834897000001,12.57267989,43.29645845
2563,1958-01-07,821.461901,17.13169219,41.31427919
2564,1958-01-08,819.6856871,12.65763043,32.81922521
2565,1958-01-09,817.0337012,10.36396586,40.69130856
2566,1958-01-10,814.0240055,5.861587246,40.29487271
2567,1958-01-11,811.1869972999999,5.210299774,37.68972282
2568,1958-01-12,808.7076988,7.900400201,36.18892995
2569,1958-01-13,805.5376504,12.23287773,48.56339192
2570,1958-01-14,802.9226689,15.51763194,45.42022195
2571,1958-01-15,799.9623125,9.599410997,43.49467638
2572,1958-01-16,797.5200185,12.5160462,40.408140100000004
2573,1958-01-17,794.2142871,7.220795882999999,45.10873663
2574,1958-01-18,790.896221,7.24911273,45.27863771
2575,1958-01-19,788.4785966000001,13.7336706,41.34259604
2576,1958-01-20,785.5552446,10.95861963,44.42913232
2577,1958-01-21,782.6442275,12.71426412,46.04319257
2578,1958-01-22,779.9058977999999,13.81862114,45.22200402
2579,1958-01-23,776.9825457999999,6.371290485,39.75685263
2580,1958-01-24,774.4169036000001,8.466737132999999,37.80299021
2581,1958-01-25,772.011614,6.116438866,33.58378007
2582,1958-01-26,770.1613913,13.16733367,34.20675069
2583,1958-01-27,767.2873786,6.6544589510000005,39.5586347
2584,1958-01-28,764.9314283,10.36396586,37.26497013
2585,1958-01-29,762.4027905,10.73208486,39.64358524
2586,1958-01-30,759.7014653,9.231291992000001,40.12497163
2587,1958-01-31,757.1728275,11.72317449,40.63467487
2588,1958-02-01,757.1728275,13.28060106,12.71426412
2589,1958-02-02,757.3331801,15.60258248,13.22396736
2590,1958-02-03,756.1490376,12.40277881,25.54179563
2591,1958-02-04,755.4829574,9.429509917999999,16.56535526
2592,1958-02-05,754.4838371000001,13.05406628,24.04100276
2593,1958-02-06,752.4855965,7.503964348999999,30.10080794
2594,1958-02-07,750.8327307999999,5.861587246,24.43743862
2595,1958-02-08,750.1666506,14.583176000000002,21.74733819
2596,1958-02-09,749.8336105,14.13010645,17.41486066
2597,1958-02-10,747.83537,9.372876225,31.96971981
2598,1958-02-11,746.1825043,11.77980819,30.35565956
2599,1958-02-12,744.8503439,11.666540800000002,26.50456842
2600,1958-02-13,743.3578309,10.67545117,27.41070751
2601,1958-02-14,741.5322778,9.712678384,30.29902586
2602,1958-02-15,741.5322778,13.13901682,12.60099674
2603,1958-02-16,741.8653178,17.0750585,12.68594728
2604,1958-02-17,741.8653178,27.15585589,26.58951896
2605,1958-02-18,741.3595902999999,14.10178961,19.42535677
2606,1958-02-19,740.8661976000001,13.39386844,18.57585137
2607,1958-02-20,741.3595902999999,25.62674617,19.34040623
2608,1958-02-21,741.8653178,25.28694401,18.88733668
2609,1958-02-22,742.8644381,19.00060407,6.937627417000001
2610,1958-02-23,743.1851434,27.0425885,21.88892242
2611,1958-02-24,743.1851434,24.182586999999998,23.02159629
2612,1958-02-25,743.0247908,24.63565654,25.65506302
2613,1958-02-26,743.1851434,25.93823149,23.24813106
2614,1958-02-27,743.1851434,27.66555913,26.84437058
2615,1958-02-28,742.0256705,16.48040472,29.05308461
2616,1958-03-01,741.0265502000001,22.908328899999997,34.150117
2617,1958-03-02,740.0397647000001,16.16891941,27.26912328
2618,1958-03-03,738.053859,18.94397038,41.6257645
2619,1958-03-04,735.7719176,24.21090384,50.31903641
2620,1958-03-05,733.8106814,25.03209239,47.43071806
2621,1958-03-06,732.1701506,12.884165199999998,31.57328396
2622,1958-03-07,731.6890927000001,24.63565654,29.90259001
2623,1958-03-08,731.6890927000001,23.98436907,23.67288376
2624,1958-03-09,730.7023072000001,15.007928699999999,26.10813257
2625,1958-03-10,729.7278565,12.65763043,23.61625006
2626,1958-03-11,728.0873257000001,12.77089782,31.46001657
2627,1958-03-12,726.6194823,8.268519207,24.94714185
2628,1958-03-13,723.6837955,15.09287924,48.76160985
2629,1958-03-14,720.7727784,15.54594878,48.93151092
2630,1958-03-15,717.8740961,14.07347276,47.31745067
2631,1958-03-16,715.1481012,18.60416822,49.83765002
2632,1958-03-17,712.4221063,17.78297966,49.01646146
2633,1958-03-18,709.8441293,20.72793171,50.26240272
2634,1958-03-19,707.2784871,20.86951594,50.26240272
2635,1958-03-20,705.0582197,20.86951594,46.2414105
2636,1958-03-21,702.529582,20.13327793,49.101411999999996
2637,1958-03-22,700.9507252000001,27.38239066,45.33527141
2638,1958-03-23,700.3216495,42.9000226,49.86596686
2639,1958-03-24,700.0009442,44.48576601,47.8837876
2640,1958-03-25,699.5322211,43.06992368,48.19527291
2641,1958-03-26,698.5824401,38.87903038,49.55448155
2642,1958-03-27,697.9533643,40.57804118,47.54398544
2643,1958-03-28,696.8432307,33.15902737,45.70339041
2644,1958-03-29,695.2643739,29.47783731,47.43071806
2645,1958-03-30,693.6855172,29.27961938,47.23250013
2646,1958-03-31,692.8960887999999,37.80299021,46.63784635
2647,1958-04-01,691.4775847000001,33.15902737,48.50675823
2648,1958-04-02,690.2194332,36.6419995,50.12081848
2649,1958-04-03,688.9736166,35.96239518,49.29962993
2650,1958-04-04,686.6546707,23.67288376,49.49784786
2651,1958-04-05,684.7921131,28.93981723,49.41289732
2652,1958-04-06,682.4608324,23.38971529,49.21467939
2653,1958-04-07,681.2150158,35.93407834,49.27131308
2654,1958-04-08,678.7357172999999,21.06773387,49.04477831
2655,1958-04-09,678.5753646000001,42.39031936,43.52299322
2656,1958-04-10,679.9815338999999,35.8491278,18.85901984
2657,1958-04-11,681.2150158,23.81446799,8.863172986
2658,1958-04-12,681.2150158,29.05308461,28.34516345
2659,1958-04-13,680.5982749,25.03209239,31.48833342
2660,1958-04-14,679.0440877000001,20.75624856,35.56595933
2661,1958-04-15,679.2044404,46.15645996,41.22932865
2662,1958-04-16,677.3418828,27.49565805,45.53348933
2663,1958-04-17,677.1815302,41.76734874,40.69130856
2664,1958-04-18,677.7982711000001,55.30280141,44.37249862
2665,1958-04-19,679.6608287,70.48063119,46.86438112
2666,1958-04-20,681.5233862,70.93370073,47.14754959
2667,1958-04-21,685.7172245,96.6170806,45.816657799999994
2668,1958-04-22,684.6317605,36.27388049,47.99705499
2669,1958-04-23,685.408854,57.17171329,47.31745067
2670,1958-04-24,685.7172245,51.56497766,47.14754959
2671,1958-04-25,686.3339654,61.78735928,53.80200854
2672,1958-04-26,683.237926,21.32258549,56.29389104
2673,1958-04-27,681.3753684,47.54398544,68.01706553
2674,1958-04-28,679.6608287,43.38140899,62.15547829
2675,1958-04-29,678.5753646000001,42.67348783,54.17012755
2676,1958-04-30,677.0211775,29.39288677,46.29804419
2677,1958-05-01,676.5647892000001,47.4590349,47.37408436
2678,1958-05-02,676.8731597000001,47.31745067,41.11606126
2679,1958-05-03,677.3418828,35.25447402,27.0425885
2680,1958-05-04,678.1189764,47.0909159,34.32001808
2681,1958-05-05,678.4273467999999,54.11349385,48.50675823
2682,1958-05-06,679.6608287,65.92161888,49.32794678
2683,1958-05-07,682.3004798,80.92954758,49.24299624
2684,1958-05-08,685.5568719,96.95688276,58.44597138
2685,1958-05-09,690.8485089,117.4582797,54.14181070000001
2686,1958-05-10,696.3745076,106.52797690000001,39.64358524
2687,1958-05-11,702.2088767,105.1404514,34.57486970000001
2688,1958-05-12,708.7216608,123.5747186,44.85388501
2689,1958-05-13,717.2326855,130.2574944,29.76100578
2690,1958-05-14,726.1260896,136.4305669,33.49882953
2691,1958-05-15,736.4256629,130.1725438,9.599410997
2692,1958-05-16,747.0089371,136.9969039,11.83644188
2693,1958-05-17,754.4838371000001,99.27886418,9.939213157000001
2694,1958-05-18,761.2186479,93.72876225,12.57267989
2695,1958-05-19,770.6671187999999,124.1127386,11.92139242
2696,1958-05-20,780.2389379,130.1159101,16.93347427
2697,1958-05-21,789.8477614,143.2832438,29.02476777
2698,1958-05-22,800.6530623,172.25137790000002,44.93883555
2699,1958-05-23,815.0847999,208.9216942,39.75685263
2700,1958-05-24,832.2055277999999,234.20863819999997,33.32892845
2701,1958-05-25,850.6954206,241.2312162,24.46575546
2702,1958-05-26,867.2734165,238.9941853,44.03269646
2703,1958-05-27,886.5650725,280.2518308,53.43388953
2704,1958-05-28,905.6347017,271.6718263,47.0909159
2705,1958-05-29,921.3122559,239.70210649999999,53.54715692
2706,1958-05-30,943.6012728,305.08570530000003,42.9000226
2707,1958-05-31,964.2990981,276.4290565,32.84754206
2708,1958-06-01,983.0726917000001,249.3015175,28.09031183
2709,1958-06-02,998.1581746,227.1860603,47.77052021
2710,1958-06-03,1013.280662,225.09061359999998,43.6928943
2711,1958-06-04,1027.070989,214.3018951,49.12972885
2712,1958-06-05,1042.25515,216.5955596,37.68972282
2713,1958-06-06,1054.392612,188.70346569999998,42.81507206
2714,1958-06-07,1067.714216,205.8351579,45.78834095
2715,1958-06-08,1080.258726,192.356339,40.80457595
2716,1958-06-09,1092.285174,188.8167331,42.0505172
2717,1958-06-10,1102.868448,177.0086081,50.09250164
2718,1958-06-11,1112.501941,155.2612699,40.29487271
2719,1958-06-12,1119.545122,133.2873969,47.48735175
2720,1958-06-13,1123.640282,101.7990635,49.5827984
2721,1958-06-14,1127.723107,89.5661858,38.59586192
2722,1958-06-15,1132.546021,86.25311474,23.87110168
2723,1958-06-16,1135.543382,78.21113031,40.776259100000004
2724,1958-06-17,1138.084354,77.16340699,44.174280700000004
2725,1958-06-18,1139.700216,71.55667136,48.28022345
2726,1958-06-19,1142.47555,79.1172694,43.66457746
2727,1958-06-20,1145.004188,64.36419232,30.29902586
2728,1958-06-21,1150.320494,69.91429426,4.020992217
